locale_idlocale,locale_idcity,locale_capital,locale_idcountry,locale_ac,locale_country,locale_uf,locale_city,locale_region,locale_seaside,locale_latitude,locale_longitude,locale_tourist,locale_agricultural,locale_base,weather_id,weather_name,weather_date,weather_dayWeek,weather_dateUpdate,weather_temperature,weather_windVelocity,weather_windDirection,weather_windDirectionDegrees,weather_humidity,weather_condition,weather_pressure,weather_icon,weather_sensation,weather_slugCondition
5893,6377,False,7,BR,Brasil,AC,Acrelândia,N,False,-9.828,-66.883,False,False,cities,5893,Acrelândia,09/09/2026,Quarta-feira,11:09:00,21,1,E,90,84,Sol,1013,1,24,sol
4425,5496,False,7,BR,Brasil,AC,Brasiléia,N,False,-11.016,-68.748,False,False,cities,4425,Brasiléia,09/09/2026,Quarta-feira,11:09:00,20,3,SE,140,86,Sol,1013,1,21,sol
4908,1,False,7,BR,Brasil,AC,Cruzeiro do Sul,N,False,-7.631,-72.67,False,False,cities,4908,Cruzeiro do Sul,09/09/2026,Quarta-feira,10:24:00,20,3,SSE,166,89,Sol,1014,1,22,sol
6804,2,False,7,BR,Brasil,AC,Feijó,N,False,-8.164,-70.354,False,False,cities,6804,Feijó,09/09/2026,Quarta-feira,11:09:00,20,3,ESE,120,89,Sol,1013,1,23,sol
6806,3,False,7,BR,Brasil,AC,Mâncio Lima,N,False,-7.614,-72.896,False,False,cities,6806,Mâncio Lima,09/09/2026,Quarta-feira,10:24:00,20,3,S,180,88,Sol,1014,1,22,sol
6807,4,False,7,BR,Brasil,AC,Plácido de Castro,N,False,-10.335,-67.186,False,False,cities,6807,Plácido de Castro,09/09/2026,Quarta-feira,10:24:00,20,1,ESE,103,89,Sol,1013,1,23,sol
6808,5,False,7,BR,Brasil,AC,Porto Acre,N,False,-9.588,-67.532,False,False,cities,6808,Porto Acre,09/09/2026,Quarta-feira,11:09:00,21,2,ESE,106,87,Sol,1013,1,24,sol
4538,5655,False,7,BR,Brasil,AC,Sena Madureira,N,False,-9.066,-68.657,False,False,cities,4538,Sena Madureira,09/09/2026,Quarta-feira,11:09:00,20,1,SE,124,91,Sol,1013,1,23,sol
4707,5902,False,7,BR,Brasil,AC,Xapuri,N,False,-10.652,-68.504,False,False,cities,4707,Xapuri,09/09/2026,Quarta-feira,10:24:00,20,4,SE,133,89,Sol,1013,1,22,sol
4548,5690,False,7,BR,Brasil,AL,Anadia,NE,False,-9.684,-36.304,False,False,cities,4548,Anadia,09/09/2026,Quarta-feira,11:09:00,24,5,ENE,73,77,Sol,1019,1,26,sol
6404,817,False,7,BR,Brasil,AL,Arapiraca,NE,False,-9.752,-36.661,False,False,cities,6404,Arapiraca,09/09/2026,Quarta-feira,11:09:00,24,5,ENE,71,74,Sol,1019,1,26,sol
6405,818,False,7,BR,Brasil,AL,Batalha,NE,False,-9.678,-37.125,False,False,cities,6405,Batalha,09/09/2026,Quarta-feira,11:09:00,23,8,ENE,70,74,Sol,1019,1,25,sol
4254,5291,False,7,BR,Brasil,AL,Cacimbinhas,NE,False,-9.4,-36.99,False,False,cities,4254,Cacimbinhas,09/09/2026,Quarta-feira,10:24:00,23,6,ENE,71,72,Sol,1019,1,24,sol
4046,5002,False,7,BR,Brasil,AL,Capela,NE,False,-9.408,-36.074,False,False,cities,4046,Capela,09/09/2026,Quarta-feira,10:24:00,24,5,ENE,74,81,Sol,1019,1,26,sol
5215,2171,False,7,BR,Brasil,AL,Delmiro Gouveia,NE,False,-9.389,-37.999,False,False,cities,5215,Delmiro Gouveia,09/09/2026,Quarta-feira,10:24:00,22,12,ENE,67,70,Sol,1019,1,22,sol
4563,5705,False,7,BR,Brasil,AL,Dois Riachos,NE,False,-9.393,-37.101,False,False,cities,4563,Dois Riachos,09/09/2026,Quarta-feira,10:24:00,22,7,ENE,70,74,Sol,1019,1,24,sol
4564,5706,False,7,BR,Brasil,AL,Estrela de Alagoas,NE,False,-9.39,-36.76,False,False,cities,4564,Estrela de Alagoas,09/09/2026,Quarta-feira,10:24:00,22,5,ENE,72,71,Sol,1019,1,23,sol
4565,5707,False,7,BR,Brasil,AL,Feira Grande,NE,False,-9.9,-36.677,False,False,cities,4565,Feira Grande,09/09/2026,Quarta-feira,10:24:00,24,6,ENE,71,75,Sol,1019,1,26,sol
4566,5708,False,7,BR,Brasil,AL,Feliz Deserto,NE,True,-10.292,-36.35,False,False,cities,4566,Feliz Deserto,09/09/2026,Quarta-feira,10:24:00,26,8,ENE,72,78,Sol,1019,1,29,sol
4567,5709,False,7,BR,Brasil,AL,Flexeiras,NE,False,-9.197,-35.781,False,False,cities,4567,Flexeiras,09/09/2026,Quarta-feira,11:09:00,23,5,ENE,75,77,Sol,1019,1,25,sol
4305,5342,False,7,BR,Brasil,AL,Girau do Ponciano,NE,False,-9.884,-36.829,False,False,cities,4305,Girau do Ponciano,09/09/2026,Quarta-feira,10:24:00,23,7,ENE,71,70,Sol,1019,1,24,sol
4568,5710,False,7,BR,Brasil,AL,Ibateguara,NE,False,-8.973,-35.939,False,False,cities,4568,Ibateguara,09/09/2026,Quarta-feira,11:09:00,21,6,ENE,75,77,Sol,1019,1,22,sol
6408,821,False,7,BR,Brasil,AL,Igaci,NE,False,-9.537,-36.634,False,False,cities,6408,Igaci,09/09/2026,Quarta-feira,11:09:00,23,5,ENE,72,73,Sol,1019,1,24,sol
6409,822,False,7,BR,Brasil,AL,Igreja Nova,NE,False,-10.125,-36.662,False,False,cities,6409,Igreja Nova,09/09/2026,Quarta-feira,11:09:00,25,8,ENE,71,76,Sol,1019,1,27,sol
3964,4885,False,7,BR,Brasil,AL,Inhapi,NE,False,-9.221,-37.749,False,False,cities,3964,Inhapi,09/09/2026,Quarta-feira,10:24:00,22,10,ENE,68,70,Sol,1019,1,22,sol
4569,5711,False,7,BR,Brasil,AL,Jacaré dos Homens,NE,False,-9.636,-37.205,False,False,cities,4569,Jacaré dos Homens,09/09/2026,Quarta-feira,11:09:00,23,8,ENE,70,76,Sol,1019,1,25,sol
4570,5712,False,7,BR,Brasil,AL,Jacuípe,NE,False,-8.842,-35.46,False,False,cities,4570,Jacuípe,09/09/2026,Quarta-feira,10:24:00,24,9,ENE,77,81,Sol,1018,1,27,sol
4571,5713,False,7,BR,Brasil,AL,Japaratinga,NE,True,-9.088,-35.258,False,False,cities,4571,Japaratinga,09/09/2026,Quarta-feira,11:09:00,27,10,ENE,77,84,Sol,1018,1,30,sol
4572,5714,False,7,BR,Brasil,AL,Jaramataia,NE,False,-9.659,-37.002,False,False,cities,4572,Jaramataia,09/09/2026,Quarta-feira,11:09:00,23,7,ENE,71,73,Sol,1019,1,25,sol
4573,5715,False,7,BR,Brasil,AL,Joaquim Gomes,NE,False,-9.133,-35.748,False,False,cities,4573,Joaquim Gomes,09/09/2026,Quarta-feira,11:09:00,24,6,ENE,75,83,Sol,1019,1,26,sol
6410,823,False,7,BR,Brasil,AL,Junqueiro,NE,False,-9.925,-36.476,False,False,cities,6410,Junqueiro,09/09/2026,Quarta-feira,10:24:00,25,5,ENE,72,76,Sol,1019,1,27,sol
4426,5497,False,7,BR,Brasil,AL,Limoeiro de Anadia,NE,False,-9.741,-36.503,False,False,cities,4426,Limoeiro de Anadia,09/09/2026,Quarta-feira,11:09:00,24,5,ENE,72,75,Sol,1019,1,27,sol
6809,8,True,7,BR,Brasil,AL,Maceió,NE,True,-9.551,-35.77,True,False,cities,6809,Maceió,09/09/2026,Quarta-feira,10:24:00,25,5,WNW,300,83,Sol e Chuva,1019,4,29,sol-e-chuva
3116,2657,False,7,BR,Brasil,AL,Mar Vermelho,NE,False,-9.447,-36.388,False,False,cities,3116,Mar Vermelho,09/09/2026,Quarta-feira,11:09:00,22,5,ENE,72,72,Sol,1019,1,23,sol
6522,713,False,7,BR,Brasil,AL,Maragogi,NE,True,-9.012,-35.3,False,False,cities,6522,Maragogi,09/09/2026,Quarta-feira,10:24:00,26,10,ENE,77,83,Sol,1018,1,29,sol
4099,5085,False,7,BR,Brasil,AL,Maribondo,NE,False,-9.577,-36.305,False,False,cities,4099,Maribondo,09/09/2026,Quarta-feira,11:09:00,24,5,ENE,73,77,Sol,1019,1,26,sol
4917,1596,False,7,BR,Brasil,AL,Olho d'Água das Flores,NE,False,-9.536,-37.294,False,False,cities,4917,Olho d'Água das Flores,09/09/2026,Quarta-feira,10:24:00,23,9,ENE,69,76,Sol,1019,1,24,sol
5486,1523,False,7,BR,Brasil,AL,Palmeira dos Índios,NE,False,-9.407,-36.627,False,False,cities,5486,Palmeira dos Índios,09/09/2026,Quarta-feira,11:09:00,22,5,ENE,72,72,Sol,1019,1,23,sol
4136,5134,False,7,BR,Brasil,AL,Piaçaçuba,NE,False,-10.4,-36.417,False,False,cities,4136,Piaçaçuba,09/09/2026,Quarta-feira,10:24:00,26,10,ENE,72,77,Sol,1019,1,28,sol
4591,5734,False,7,BR,Brasil,AL,Pindoba,NE,False,-9.475,-36.29,False,False,cities,4591,Pindoba,09/09/2026,Quarta-feira,10:24:00,22,5,ENE,73,73,Sol,1019,1,24,sol
4137,5135,False,7,BR,Brasil,AL,Piranhas,NE,False,-9.624,-37.757,False,False,cities,4137,Piranhas,09/09/2026,Quarta-feira,10:24:00,24,11,ENE,68,72,Sol,1019,1,24,sol
3354,4104,False,7,BR,Brasil,AL,Porto Calvo,NE,True,-9.045,-35.398,False,False,cities,3354,Porto Calvo,09/09/2026,Quarta-feira,10:24:00,25,8,ENE,77,83,Sol,1018,1,28,sol
6411,829,False,7,BR,Brasil,AL,Porto de Pedras,NE,True,-9.158,-35.295,False,False,cities,6411,Porto de Pedras,09/09/2026,Quarta-feira,10:24:00,26,9,ENE,77,84,Sol,1018,1,30,sol
4592,5735,False,7,BR,Brasil,AL,Poço das Trincheiras,NE,False,-9.313,-37.286,False,False,cities,4592,Poço das Trincheiras,09/09/2026,Quarta-feira,10:24:00,22,8,ENE,70,74,Sol,1019,1,23,sol
6334,6967,False,7,BR,Brasil,AL,Praia do Francês,NE,False,-9.65,-35.817,True,False,cities,6334,Praia do Francês,09/09/2026,Quarta-feira,10:24:00,25,5,ENE,74,84,Sol e Chuva,1019,4,29,sol-e-chuva
4593,5736,False,7,BR,Brasil,AL,Quebrangulo,NE,False,-9.319,-36.471,False,True,cities,4593,Quebrangulo,09/09/2026,Quarta-feira,11:09:00,22,5,ENE,72,75,Sol,1019,1,24,sol
6412,831,False,7,BR,Brasil,AL,Rio Largo,NE,False,-9.478,-35.853,False,False,cities,6412,Rio Largo,09/09/2026,Quarta-feira,11:09:00,25,5,WNW,300,83,Sol e Chuva,1019,4,29,sol-e-chuva
4594,5737,False,7,BR,Brasil,AL,Roteiro,NE,True,-9.833,-35.978,False,False,cities,4594,Roteiro,09/09/2026,Quarta-feira,11:09:00,26,6,ENE,73,83,Sol,1019,1,30,sol
4595,5738,False,7,BR,Brasil,AL,Santa Luzia do Norte,NE,False,-9.603,-35.823,False,False,cities,4595,Santa Luzia do Norte,09/09/2026,Quarta-feira,10:24:00,25,5,ENE,74,84,Sol e Chuva,1019,4,29,sol-e-chuva
5487,1524,False,7,BR,Brasil,AL,Santana do Ipanema,NE,False,-9.378,-37.245,False,False,cities,5487,Santana do Ipanema,09/09/2026,Quarta-feira,11:09:00,22,8,ENE,70,75,Sol,1019,1,23,sol
4596,5739,False,7,BR,Brasil,AL,Santana do Mundaú,NE,False,-9.168,-36.222,False,False,cities,4596,Santana do Mundaú,09/09/2026,Quarta-feira,10:24:00,21,6,ENE,73,78,Sol,1019,1,23,sol
4086,5044,False,7,BR,Brasil,AL,Satuba,NE,False,-9.563,-35.824,False,False,cities,4086,Satuba,09/09/2026,Quarta-feira,11:09:00,25,5,ENE,74,84,Sol e Chuva,1019,4,29,sol-e-chuva
4597,5740,False,7,BR,Brasil,AL,Senador Rui Palmeira,NE,False,-9.466,-37.457,False,False,cities,4597,Senador Rui Palmeira,09/09/2026,Quarta-feira,11:09:00,22,9,ENE,69,75,Sol,1019,1,23,sol
4598,5741,False,7,BR,Brasil,AL,São Brás,NE,False,-10.128,-36.901,False,False,cities,4598,São Brás,09/09/2026,Quarta-feira,10:24:00,25,10,ENE,70,75,Sol,1019,1,27,sol
4599,5742,False,7,BR,Brasil,AL,São José da Laje,NE,False,-9.01,-36.058,False,False,cities,4599,São José da Laje,09/09/2026,Quarta-feira,10:24:00,21,6,ENE,74,80,Sol,1020,1,22,sol
5488,1525,False,7,BR,Brasil,AL,São José da Tapera,NE,False,-9.558,-37.381,False,False,cities,5488,São José da Tapera,09/09/2026,Quarta-feira,10:24:00,23,9,ENE,69,76,Sol,1019,1,24,sol
5489,1527,False,7,BR,Brasil,AL,São Miguel dos Campos,NE,False,-9.781,-36.094,False,False,cities,5489,São Miguel dos Campos,09/09/2026,Quarta-feira,10:24:00,25,5,ENE,73,81,Sol,1019,1,28,sol
9142,6831,False,7,BR,Brasil,AL,São Miguel dos Milagres,NE,True,-9.238,-35.373,False,False,cities,9142,São Miguel dos Milagres,09/09/2026,Quarta-feira,10:24:00,26,9,ENE,76,84,Sol,1018,1,30,sol
4600,5743,False,7,BR,Brasil,AL,São Sebastião,NE,False,-9.934,-36.554,False,False,cities,4600,São Sebastião,09/09/2026,Quarta-feira,10:24:00,24,5,ENE,72,75,Sol,1019,1,27,sol
4601,5744,False,7,BR,Brasil,AL,Tanque d'Arca,NE,False,-9.532,-36.433,False,False,cities,4601,Tanque d'Arca,09/09/2026,Quarta-feira,10:24:00,22,5,ENE,72,72,Sol,1019,1,23,sol
4602,5745,False,7,BR,Brasil,AL,Taquarana,NE,False,-9.645,-36.497,False,False,cities,4602,Taquarana,09/09/2026,Quarta-feira,10:24:00,23,5,ENE,72,72,Sol,1019,1,25,sol
4536,5652,False,7,BR,Brasil,AL,Teotônio Vilela,NE,False,-9.905,-36.353,False,False,cities,4536,Teotônio Vilela,09/09/2026,Quarta-feira,10:24:00,25,5,ENE,72,77,Sol,1019,1,28,sol
4307,5344,False,7,BR,Brasil,AL,Água Branca,NE,False,-9.261,-37.936,False,False,cities,4307,Água Branca,09/09/2026,Quarta-feira,10:24:00,21,11,ENE,67,63,Sol,1019,1,20,sol
6810,9,False,7,BR,Brasil,AM,Alvarães,N,False,-3.221,-64.804,False,False,cities,6810,Alvarães,09/09/2026,Quarta-feira,11:09:00,24,4,S,180,95,Nublado,1013,3,29,nublado
5895,6386,False,7,BR,Brasil,AM,Amaturá,N,False,-3.364,-68.198,False,False,cities,5895,Amaturá,09/09/2026,Quarta-feira,11:09:00,24,6,S,180,95,Nublado,1013,3,28,nublado
5896,6387,False,7,BR,Brasil,AM,Anamã,N,False,-3.58,-61.404,False,False,cities,5896,Anamã,09/09/2026,Quarta-feira,11:09:00,24,5,SE,146,95,Nublado,1013,3,28,nublado
5897,6388,False,7,BR,Brasil,AM,Anori,N,False,-3.773,-61.644,False,False,cities,5897,Anori,09/09/2026,Quarta-feira,11:09:00,24,4,SE,143,95,Sol com muitas nuvens,1013,2r,28,sol-com-muitas-nuvens
5898,6389,False,7,BR,Brasil,AM,Apuí,N,False,-7.197,-59.891,False,False,cities,5898,Apuí,09/09/2026,Quarta-feira,11:09:00,23,4,SE,144,88,Sol com muitas nuvens,1013,2r,26,sol-com-muitas-nuvens
5899,6390,False,7,BR,Brasil,AM,Atalaia do Norte,N,False,-4.372,-70.192,False,False,cities,5899,Atalaia do Norte,09/09/2026,Quarta-feira,11:09:00,23,3,S,180,94,Sol com muitas nuvens,1013,2r,27,sol-com-muitas-nuvens
4684,5879,False,7,BR,Brasil,AM,Barreirinha,N,False,-2.793,-57.07,False,False,cities,4684,Barreirinha,09/09/2026,Quarta-feira,11:09:00,26,7,SE,130,86,Sol,1013,1,30,sol
6811,11,False,7,BR,Brasil,AM,Benjamin Constant,N,False,-4.383,-70.031,False,False,cities,6811,Benjamin Constant,09/09/2026,Quarta-feira,11:09:00,23,3,S,180,94,Sol com muitas nuvens,1013,2r,28,sol-com-muitas-nuvens
5900,6391,False,7,BR,Brasil,AM,Beruri,N,False,-3.898,-61.373,False,False,cities,5900,Beruri,09/09/2026,Quarta-feira,11:09:00,23,4,SE,145,95,Nublado,1013,3,27,nublado
5901,6392,False,7,BR,Brasil,AM,Boa Vista do Ramos,N,False,-2.97,-57.59,False,False,cities,5901,Boa Vista do Ramos,09/09/2026,Quarta-feira,11:09:00,25,7,SE,130,90,Sol,1013,1,28,sol
6812,12,False,7,BR,Brasil,AM,Boca do Acre,N,False,-8.752,-67.398,False,False,cities,6812,Boca do Acre,09/09/2026,Quarta-feira,10:24:00,21,2,ESE,103,90,Sol,1013,1,24,sol
6813,13,False,7,BR,Brasil,AM,Borba,N,False,-4.388,-59.594,False,False,cities,6813,Borba,09/09/2026,Quarta-feira,11:09:00,24,3,SE,141,94,Sol,1013,1,29,sol
6814,14,False,7,BR,Brasil,AM,Caapiranga,N,False,-3.327,-61.209,False,False,cities,6814,Caapiranga,09/09/2026,Quarta-feira,11:09:00,23,5,SSE,148,95,Sol com muitas nuvens,1013,2r,27,sol-com-muitas-nuvens
7542,3414,False,7,BR,Brasil,AM,Coari,N,False,-4.085,-63.141,False,False,cities,7542,Coari,09/09/2026,Quarta-feira,11:09:00,24,7,ESE,122,95,Nublado,1014,3,27,nublado
6815,17,False,7,BR,Brasil,AM,Codajás,N,False,-3.837,-62.057,False,False,cities,6815,Codajás,09/09/2026,Quarta-feira,11:09:00,24,3,SE,139,95,Sol com muitas nuvens,1013,2r,29,sol-com-muitas-nuvens
5902,6396,False,7,BR,Brasil,AM,Eirunepé,N,False,-6.66,-69.874,False,False,cities,5902,Eirunepé,09/09/2026,Quarta-feira,10:24:00,22,3,ESE,114,89,Sol,1013,1,25,sol
5903,6397,False,7,BR,Brasil,AM,Envira,N,False,-7.433,-70.023,False,False,cities,5903,Envira,09/09/2026,Quarta-feira,11:09:00,21,4,ESE,119,89,Sol,1013,1,23,sol
6816,18,False,7,BR,Brasil,AM,Fonte Boa,N,False,-2.514,-66.092,False,False,cities,6816,Fonte Boa,09/09/2026,Quarta-feira,11:09:00,24,3,S,180,95,Nublado,1013,3,28,nublado
5904,6398,False,7,BR,Brasil,AM,Guajará,N,False,-7.546,-72.584,False,False,cities,5904,Guajará,09/09/2026,Quarta-feira,10:24:00,20,4,SSE,161,90,Sol,1014,1,22,sol
7543,19,False,7,BR,Brasil,AM,Humaitá,N,False,-7.506,-63.021,False,False,cities,7543,Humaitá,09/09/2026,Quarta-feira,10:24:00,24,5,NE,36,95,Sol,1012,1,28,sol
5905,6399,False,7,BR,Brasil,AM,Ipixuna,N,False,-7.051,-71.695,False,False,cities,5905,Ipixuna,09/09/2026,Quarta-feira,11:09:00,22,7,SE,134,91,Sol,1014,1,24,sol
5906,6400,False,7,BR,Brasil,AM,Iranduba,N,False,-3.285,-60.186,False,False,cities,5906,Iranduba,09/09/2026,Quarta-feira,11:09:00,25,5,SSE,150,94,Sol com algumas nuvens,1013,2,31,sol-com-algumas-nuvens
6817,20,False,7,BR,Brasil,AM,Itacoatiara,N,False,-3.143,-58.444,False,False,cities,6817,Itacoatiara,09/09/2026,Quarta-feira,11:09:00,26,12,SE,143,82,Sol,1013,1,29,sol
5907,6401,False,7,BR,Brasil,AM,Itamarati,N,False,-6.425,-68.253,False,False,cities,5907,Itamarati,09/09/2026,Quarta-feira,11:09:00,22,4,ESE,111,93,Sol com muitas nuvens,1013,2r,26,sol-com-muitas-nuvens
6818,21,False,7,BR,Brasil,AM,Itapiranga,N,False,-2.749,-58.022,False,False,cities,6818,Itapiranga,09/09/2026,Quarta-feira,10:24:00,26,10,SE,142,80,Sol,1013,1,29,sol
5908,6402,False,7,BR,Brasil,AM,Japurá,N,False,-1.826,-66.599,False,False,cities,5908,Japurá,09/09/2026,Quarta-feira,11:09:00,24,3,S,180,95,Nublado,1013,3,28,nublado
3564,22,False,7,BR,Brasil,AM,Juruá,N,False,-3.481,-66.069,False,False,cities,3564,Juruá,09/09/2026,Quarta-feira,10:24:00,23,1,S,180,95,Nublado,1014,3,27,nublado
5909,6403,False,7,BR,Brasil,AM,Jutaí,N,False,-2.747,-66.767,False,False,cities,5909,Jutaí,09/09/2026,Quarta-feira,11:09:00,24,2,S,180,95,Nublado,1013,3,28,nublado
7544,25,True,7,BR,Brasil,AM,Manaus,N,False,-3.103,-60.016,True,False,cities,7544,Manaus,09/09/2026,Quarta-feira,11:09:00,26,5,SSE,151,93,Sol com muitas nuvens,1013,2r,31,sol-com-muitas-nuvens
4427,5499,False,7,BR,Brasil,AM,Nhamundá,N,False,-2.186,-56.713,False,False,cities,4427,Nhamundá,09/09/2026,Quarta-feira,11:09:00,27,6,SE,136,83,Sol,1013,1,30,sol
4873,6127,False,7,BR,Brasil,AM,Rio Preto da Eva,N,False,-2.699,-59.7,False,False,cities,4873,Rio Preto da Eva,09/09/2026,Quarta-feira,11:09:00,24,5,SSE,156,87,Sol com muitas nuvens,1013,2r,28,sol-com-muitas-nuvens
6226,6804,False,7,BR,Brasil,AM,Santa Isabel do Rio Negro,N,False,-0.414,-65.019,False,False,cities,6226,Santa Isabel do Rio Negro,09/09/2026,Quarta-feira,11:09:00,24,2,S,180,95,Nublado,1013,3,28,nublado
4049,5005,False,7,BR,Brasil,AM,Silves,N,False,-2.839,-58.209,False,False,cities,4049,Silves,09/09/2026,Quarta-feira,11:09:00,26,13,SE,142,85,Sol,1013,1,28,sol
7361,6832,False,7,BR,Brasil,AM,São Sebastião do Uatumã,N,False,-2.55915,-57.873,False,False,cities,7361,São Sebastião do Uatumã,09/09/2026,Quarta-feira,11:09:00,26,9,SE,142,80,Sol,1013,1,30,sol
5309,1615,False,7,BR,Brasil,AM,Tabatinga,N,False,-4.253,-69.938,False,False,cities,5309,Tabatinga,09/09/2026,Quarta-feira,11:09:00,23,3,S,180,93,Sol com muitas nuvens,1013,2r,28,sol-com-muitas-nuvens
4685,5880,False,7,BR,Brasil,AM,Urucará,N,False,-2.536,-57.76,False,False,cities,4685,Urucará,09/09/2026,Quarta-feira,11:09:00,27,10,SE,140,81,Sol,1013,1,30,sol
5910,6414,False,7,BR,Brasil,AP,Itaubal,N,True,0.712,-50.8,False,False,cities,5910,Itaubal,09/09/2026,Quarta-feira,11:09:00,25,7,E,98,93,Sol,1014,1,29,sol
5911,6415,False,7,BR,Brasil,AP,Laranjal do Jari,N,False,-0.84,-52.52,False,False,cities,5911,Laranjal do Jari,09/09/2026,Quarta-feira,11:09:00,25,8,E,90,87,Sol,1014,1,29,sol
3982,39,True,7,BR,Brasil,AP,Macapá,N,True,0.035,-51.089,False,False,cities,3982,Macapá,09/09/2026,Quarta-feira,11:09:00,26,9,ESE,115,91,Sol,1014,1,30,sol
4617,40,False,7,BR,Brasil,AP,Mazagão,N,False,-0.11,-51.29,False,False,cities,4617,Mazagão,09/09/2026,Quarta-feira,11:09:00,26,8,E,85,91,Sol,1014,1,30,sol
4724,41,False,7,BR,Brasil,AP,Oiapoque,N,True,3.843,-51.835,True,False,cities,4724,Oiapoque,09/09/2026,Quarta-feira,10:24:00,24,4,E,90,95,Sol com algumas nuvens,1014,2,29,sol-com-algumas-nuvens
5912,6416,False,7,BR,Brasil,AP,Pedra Branca do Amapari,N,False,0.778,-51.944,False,False,cities,5912,Pedra Branca do Amapari,09/09/2026,Quarta-feira,11:09:00,24,5,E,100,93,Sol,1014,1,27,sol
5913,6418,False,7,BR,Brasil,AP,Pracuúba,N,False,1.743,-50.791,False,False,cities,5913,Pracuúba,09/09/2026,Quarta-feira,11:09:00,25,5,E,94,93,Sol,1014,1,30,sol
5914,6419,False,7,BR,Brasil,AP,Serra do Navio,N,False,0.896,-52.002,False,False,cities,5914,Serra do Navio,09/09/2026,Quarta-feira,11:09:00,23,5,E,100,93,Sol,1014,1,27,sol
5915,6421,False,7,BR,Brasil,AP,Vitória do Jari,N,False,-0.93,-52.43,False,False,cities,5915,Vitória do Jari,09/09/2026,Quarta-feira,11:09:00,25,8,E,90,89,Sol,1014,1,29,sol
4603,5746,False,7,BR,Brasil,BA,Abaré,NE,False,-8.72,-39.114,False,False,cities,4603,Abaré,09/09/2026,Quarta-feira,11:09:00,23,8,ENE,63,69,Sol com muitas nuvens,1019,2r,24,sol-com-muitas-nuvens
4050,5006,False,7,BR,Brasil,BA,Abaíra,NE,False,-13.25,-41.664,False,False,cities,4050,Abaíra,09/09/2026,Quarta-feira,10:24:00,20,10,E,94,65,Sol com algumas nuvens,1022,2,19,sol-com-algumas-nuvens
6324,6949,False,7,BR,Brasil,BA,Abrantes,NE,False,-12.83,-38.266,False,False,cities,6324,Abrantes,09/09/2026,Quarta-feira,10:24:00,26,17,E,80,79,Sol com algumas nuvens,1020,2,27,sol-com-algumas-nuvens
4139,5137,False,7,BR,Brasil,BA,Acajutiba,NE,False,-11.662,-38.017,False,False,cities,4139,Acajutiba,09/09/2026,Quarta-feira,11:09:00,23,6,NNE,30,73,Sol,1020,1,25,sol
5216,2172,False,7,BR,Brasil,BA,Adustina,NE,False,-10.533,-38.1,False,True,cities,5216,Adustina,09/09/2026,Quarta-feira,10:24:00,21,9,ENE,68,65,Sol com algumas nuvens,1020,2,21,sol-com-algumas-nuvens
5363,2029,False,7,BR,Brasil,BA,Aiquara,NE,False,-14.129,-39.888,False,False,cities,5363,Aiquara,09/09/2026,Quarta-feira,10:24:00,21,4,E,86,84,Sol com muitas nuvens,1021,2r,23,sol-com-muitas-nuvens
6413,884,False,7,BR,Brasil,BA,Alagoinhas,NE,False,-12.136,-38.419,False,False,cities,6413,Alagoinhas,09/09/2026,Quarta-feira,11:09:00,23,9,ENE,71,73,Sol,1020,1,24,sol
6414,885,False,7,BR,Brasil,BA,Alcobaça,NE,True,-17.519,-39.196,False,False,cities,6414,Alcobaça,09/09/2026,Quarta-feira,10:24:00,23,6,E,86,95,Chuvoso,1021,5,27,chuvoso
4214,5238,False,7,BR,Brasil,BA,Almadina,NE,False,-14.705,-39.637,False,False,cities,4214,Almadina,09/09/2026,Quarta-feira,11:09:00,21,8,E,86,88,Sol com muitas nuvens,1021,2r,22,sol-com-muitas-nuvens
7545,2030,False,7,BR,Brasil,BA,Amargosa,NE,False,-13.03,-39.605,False,False,cities,7545,Amargosa,09/09/2026,Quarta-feira,11:09:00,21,6,ENE,78,79,Sol com muitas nuvens,1021,2r,22,sol-com-muitas-nuvens
3046,2642,False,7,BR,Brasil,BA,Amélia Rodrigues,NE,False,-12.392,-38.757,False,False,cities,3046,Amélia Rodrigues,09/09/2026,Quarta-feira,11:09:00,23,8,ENE,73,74,Sol,1020,1,25,sol
6415,886,False,7,BR,Brasil,BA,Anagé,NE,False,-14.612,-41.136,False,False,cities,6415,Anagé,09/09/2026,Quarta-feira,10:24:00,21,10,E,94,61,Sol com muitas nuvens,1021,2r,20,sol-com-muitas-nuvens
3858,4741,False,7,BR,Brasil,BA,Andaraí,NE,False,-12.807,-41.331,False,False,cities,3858,Andaraí,09/09/2026,Quarta-feira,11:09:00,21,5,E,84,75,Sol com muitas nuvens,1022,2r,22,sol-com-muitas-nuvens
3918,4837,False,7,BR,Brasil,BA,Andorinha,NE,False,-10.345,-39.836,False,False,cities,3918,Andorinha,09/09/2026,Quarta-feira,10:24:00,21,16,ENE,63,64,Sol,1021,1,19,sol
3211,3415,False,7,BR,Brasil,BA,Angical,NE,False,-12.007,-44.694,False,False,cities,3211,Angical,09/09/2026,Quarta-feira,11:09:00,24,8,ENE,73,51,Sol,1018,1,23,sol
3236,3474,False,7,BR,Brasil,BA,Angüera,NE,False,-12.1461,-39.2461,False,False,cities,3236,Angüera,09/09/2026,Quarta-feira,10:24:00,23,5,ENE,72,74,Sol,1020,1,25,sol
