locale_idlocale,locale_idcity,locale_capital,locale_idcountry,locale_ac,locale_country,locale_uf,locale_city,locale_region,locale_seaside,locale_latitude,locale_longitude,locale_tourist,locale_agricultural,locale_base,weather_id,weather_name,weather_date,weather_dayWeek,weather_dateUpdate,weather_temperature,weather_windVelocity,weather_windDirection,weather_windDirectionDegrees,weather_humidity,weather_condition,weather_pressure,weather_icon,weather_sensation,weather_slugCondition
8330,2731,False,7,BR,Brasil,GO,Joviânia,CO,False,-17.806,-49.613,False,False,cities,8330,Joviânia,09/09/2026,Quarta-feira,10:24:00,21,9,ENE,71,72,Nublado,1018,3,21,nublado
5220,2176,False,7,BR,Brasil,GO,Jussara,CO,False,-15.865,-50.868,False,True,cities,5220,Jussara,09/09/2026,Quarta-feira,10:24:00,22,8,E,90,81,Nublado,1016,3,24,nublado
4221,5257,False,7,BR,Brasil,GO,Lagoa Santa,CO,False,-19.117,-51.6,False,False,cities,4221,Lagoa Santa,09/09/2026,Quarta-feira,10:24:00,22,8,E,90,79,Nublado,1016,3,24,nublado
4006,4959,False,7,BR,Brasil,GO,Leopoldo de Bulhões,CO,False,-16.619,-48.744,False,True,cities,4006,Leopoldo de Bulhões,09/09/2026,Quarta-feira,10:24:00,19,7,ENE,72,63,Nublado,1019,3,18,nublado
4494,5600,False,7,BR,Brasil,GO,Lua Nova,CO,False,-15.541,-50.528,False,False,cities,4494,Lua Nova,09/09/2026,Quarta-feira,10:24:00,23,7,E,90,82,Chuvoso,1016,5,25,chuvoso
7538,1019,False,7,BR,Brasil,GO,Luziânia,CO,False,-16.253,-47.95,False,True,cities,7538,Luziânia,09/09/2026,Quarta-feira,10:24:00,20,7,NE,50,59,Nublado,1019,3,19,nublado
8331,5427,False,7,BR,Brasil,GO,Mairipotaba,CO,False,-17.299,-49.491,False,False,cities,8331,Mairipotaba,09/09/2026,Quarta-feira,10:24:00,20,8,ENE,71,70,Nublado,1018,3,20,nublado
4102,5089,False,7,BR,Brasil,GO,Mambaí,CO,False,-14.488,-46.113,False,False,cities,4102,Mambaí,09/09/2026,Quarta-feira,11:09:00,21,13,E,84,57,Sol com muitas nuvens,1019,2r,19,sol-com-muitas-nuvens
4002,4945,False,7,BR,Brasil,GO,Mara Rosa,CO,False,-14.016,-49.177,False,False,cities,4002,Mara Rosa,09/09/2026,Quarta-feira,10:24:00,23,12,E,90,68,Nublado,1016,3,23,nublado
4542,5664,False,7,BR,Brasil,GO,Marcianópolis,CO,False,-17.971,-50.005,False,False,cities,4542,Marcianópolis,09/09/2026,Quarta-feira,11:09:00,21,11,ENE,72,71,Nublado,1017,3,21,nublado
8332,5428,False,7,BR,Brasil,GO,Marzagão,CO,False,-17.981,-48.64,False,False,cities,8332,Marzagão,09/09/2026,Quarta-feira,10:24:00,20,7,ENE,69,71,Nublado,1018,3,21,nublado
4121,5117,False,7,BR,Brasil,GO,Matrinchã,CO,False,-15.444,-50.746,False,False,cities,4121,Matrinchã,09/09/2026,Quarta-feira,10:24:00,23,7,E,90,83,Chuvoso,1016,5,25,chuvoso
8333,2732,False,7,BR,Brasil,GO,Maurilândia,CO,False,-17.971,-50.339,False,False,cities,8333,Maurilândia,09/09/2026,Quarta-feira,11:09:00,21,12,ENE,74,81,Nublado,1017,3,22,nublado
8334,5429,False,7,BR,Brasil,GO,Mimoso de Goiás,CO,False,-15.056,-48.161,False,False,cities,8334,Mimoso de Goiás,09/09/2026,Quarta-feira,10:24:00,21,8,E,80,57,Nublado,1018,3,20,nublado
5355,2020,False,7,BR,Brasil,GO,Minaçu,CO,False,-13.533,-48.22,False,False,cities,5355,Minaçu,09/09/2026,Quarta-feira,11:09:00,25,5,E,90,70,Sol com muitas nuvens,1016,2r,27,sol-com-muitas-nuvens
5660,1020,False,7,BR,Brasil,GO,Mineiros,CO,False,-17.569,-52.551,False,True,cities,5660,Mineiros,09/09/2026,Quarta-feira,10:24:00,20,11,SE,128,72,Nublado,1017,3,20,nublado
8335,5430,False,7,BR,Brasil,GO,Moiporá,CO,False,-16.546,-50.739,False,False,cities,8335,Moiporá,09/09/2026,Quarta-feira,11:09:00,22,6,E,82,80,Nublado,1017,3,23,nublado
7539,5431,False,7,BR,Brasil,GO,Monte Alegre de Goiás,CO,False,-13.256,-46.901,False,False,cities,7539,Monte Alegre de Goiás,09/09/2026,Quarta-feira,11:09:00,24,10,E,86,59,Sol,1017,1,23,sol
3940,4861,False,7,BR,Brasil,GO,Montes Claros de Goiás,CO,False,-16.008,-51.397,False,True,cities,3940,Montes Claros de Goiás,09/09/2026,Quarta-feira,10:24:00,22,8,ESE,102,80,Nublado,1016,3,24,nublado
8336,2740,False,7,BR,Brasil,GO,Montividiu,CO,False,-17.444,-51.175,False,True,cities,8336,Montividiu,09/09/2026,Quarta-feira,11:09:00,20,12,E,90,69,Nublado,1017,3,19,nublado
4003,4946,False,7,BR,Brasil,GO,Montividiu do Norte,CO,False,-13.112,-48.607,False,False,cities,4003,Montividiu do Norte,09/09/2026,Quarta-feira,10:24:00,24,6,E,90,55,Sol com muitas nuvens,1016,2r,24,sol-com-muitas-nuvens
5661,1021,False,7,BR,Brasil,GO,Morrinhos,CO,False,-17.731,-49.099,False,True,cities,5661,Morrinhos,09/09/2026,Quarta-feira,10:24:00,21,10,ENE,70,71,Nublado,1018,3,21,nublado
8337,5432,False,7,BR,Brasil,GO,Morro Agudo de Goiás,CO,False,-15.321,-50.057,False,False,cities,8337,Morro Agudo de Goiás,09/09/2026,Quarta-feira,10:24:00,21,10,E,90,72,Nublado,1017,3,21,nublado
5662,1022,False,7,BR,Brasil,GO,Mossâmedes,CO,False,-16.127,-50.215,False,False,cities,5662,Mossâmedes,09/09/2026,Quarta-feira,10:24:00,21,9,E,80,70,Chuvoso,1018,5,21,chuvoso
8338,4150,False,7,BR,Brasil,GO,Mozarlândia,CO,False,-14.745,-50.571,False,False,cities,8338,Mozarlândia,09/09/2026,Quarta-feira,10:24:00,23,10,E,98,84,Chuvoso,1016,5,24,chuvoso
8339,5433,False,7,BR,Brasil,GO,Mundo Novo,CO,False,-13.776,-50.281,False,False,cities,8339,Mundo Novo,09/09/2026,Quarta-feira,10:24:00,23,8,ESE,104,86,Nublado,1016,3,25,nublado
4222,5258,False,7,BR,Brasil,GO,Mutunópolis,CO,False,-13.732,-49.275,False,False,cities,4222,Mutunópolis,09/09/2026,Quarta-feira,11:09:00,23,10,E,95,70,Nublado,1016,3,24,nublado
8340,4130,False,7,BR,Brasil,GO,Naveslândia,CO,False,-17.867,-51.733,False,False,cities,8340,Naveslândia,09/09/2026,Quarta-feira,11:09:00,20,12,E,90,70,Nublado,1017,3,19,nublado
8341,5434,False,7,BR,Brasil,GO,Nazário,CO,False,-16.582,-49.882,False,False,cities,8341,Nazário,09/09/2026,Quarta-feira,10:24:00,21,7,ENE,75,74,Chuvoso,1018,5,22,chuvoso
8342,2733,False,7,BR,Brasil,GO,Niquelândia,CO,False,-14.474,-48.46,False,True,cities,8342,Niquelândia,09/09/2026,Quarta-feira,11:09:00,22,7,E,84,56,Nublado,1017,3,22,nublado
8343,5435,False,7,BR,Brasil,GO,Nova América,CO,False,-15.022,-49.896,False,False,cities,8343,Nova América,09/09/2026,Quarta-feira,11:09:00,21,11,E,90,71,Nublado,1017,3,20,nublado
8344,5436,False,7,BR,Brasil,GO,Nova Aurora,CO,False,-18.058,-48.254,False,False,cities,8344,Nova Aurora,09/09/2026,Quarta-feira,10:24:00,21,7,ENE,69,68,Nublado,1019,3,21,nublado
4223,5259,False,7,BR,Brasil,GO,Nova Crixás,CO,False,-14.099,-50.327,False,True,cities,4223,Nova Crixás,09/09/2026,Quarta-feira,11:09:00,22,9,E,101,86,Nublado,1016,3,24,nublado
8345,5437,False,7,BR,Brasil,GO,Nova Glória,CO,False,-15.143,-49.571,False,False,cities,8345,Nova Glória,09/09/2026,Quarta-feira,10:24:00,21,6,E,83,77,Nublado,1018,3,22,nublado
8346,5438,False,7,BR,Brasil,GO,Nova Iguaçu de Goiás,CO,False,-14.288,-49.388,False,False,cities,8346,Nova Iguaçu de Goiás,09/09/2026,Quarta-feira,10:24:00,24,9,E,90,75,Nublado,1016,3,25,nublado
8347,5439,False,7,BR,Brasil,GO,Nova Roma,CO,False,-13.742,-46.88,False,False,cities,8347,Nova Roma,09/09/2026,Quarta-feira,11:09:00,23,10,E,85,58,Sol,1018,1,22,sol
8348,5440,False,7,BR,Brasil,GO,Nova Veneza,CO,False,-16.371,-49.323,False,False,cities,8348,Nova Veneza,09/09/2026,Quarta-feira,10:24:00,20,7,ENE,75,66,Chuvoso,1018,5,19,chuvoso
8349,5441,False,7,BR,Brasil,GO,Novo Brasil,CO,False,-16.034,-50.711,False,False,cities,8349,Novo Brasil,09/09/2026,Quarta-feira,11:09:00,22,7,E,90,77,Nublado,1017,3,23,nublado
5343,2007,False,7,BR,Brasil,GO,Novo Gama,CO,False,-16.059,-48.039,False,False,cities,5343,Novo Gama,09/09/2026,Quarta-feira,10:24:00,20,6,ENE,74,54,Nublado,1019,3,18,nublado
4025,4980,False,7,BR,Brasil,GO,Novo Planalto,CO,False,-13.244,-49.504,False,False,cities,4025,Novo Planalto,09/09/2026,Quarta-feira,11:09:00,24,10,E,100,74,Nublado,1016,3,26,nublado
8350,2741,False,7,BR,Brasil,GO,Orizona,CO,False,-17.031,-48.296,False,False,cities,8350,Orizona,09/09/2026,Quarta-feira,10:24:00,20,7,ENE,70,63,Nublado,1019,3,19,nublado
8351,5442,False,7,BR,Brasil,GO,Ouro Verde de Goiás,CO,False,-16.22,-49.193,False,False,cities,8351,Ouro Verde de Goiás,09/09/2026,Quarta-feira,10:24:00,19,7,ENE,75,64,Nublado,1019,3,19,nublado
8352,5443,False,7,BR,Brasil,GO,Ouvidor,CO,False,-18.234,-47.839,False,False,cities,8352,Ouvidor,09/09/2026,Quarta-feira,10:24:00,21,8,ENE,70,66,Nublado,1019,3,21,nublado
3884,4783,False,7,BR,Brasil,GO,Padre Bernardo,CO,False,-15.16,-48.284,False,False,cities,3884,Padre Bernardo,09/09/2026,Quarta-feira,10:24:00,21,8,E,80,62,Chuvoso,1018,5,21,chuvoso
3237,3475,False,7,BR,Brasil,GO,Palestina de Goiás,CO,False,-16.733,-51.532,False,False,cities,3237,Palestina de Goiás,09/09/2026,Quarta-feira,11:09:00,21,9,E,90,75,Nublado,1017,3,21,nublado
8353,2704,False,7,BR,Brasil,GO,Palmeiras de Goiás,CO,False,-16.805,-49.926,False,False,cities,8353,Palmeiras de Goiás,09/09/2026,Quarta-feira,10:24:00,21,7,ENE,75,74,Chuvoso,1018,5,21,chuvoso
4122,5118,False,7,BR,Brasil,GO,Palmelo,CO,False,-17.324,-48.423,False,False,cities,4122,Palmelo,09/09/2026,Quarta-feira,11:09:00,20,6,ENE,70,62,Nublado,1019,3,19,nublado
8354,5444,False,7,BR,Brasil,GO,Palminópolis,CO,False,-16.796,-50.165,False,False,cities,8354,Palminópolis,09/09/2026,Quarta-feira,10:24:00,22,6,ENE,76,76,Nublado,1018,3,23,nublado
8355,5445,False,7,BR,Brasil,GO,Panamá,CO,False,-18.18,-49.35,False,False,cities,8355,Panamá,09/09/2026,Quarta-feira,10:24:00,22,11,ENE,70,69,Nublado,1018,3,21,nublado
5663,1023,False,7,BR,Brasil,GO,Paranaiguara,CO,False,-18.916,-50.654,False,False,cities,5663,Paranaiguara,09/09/2026,Quarta-feira,10:24:00,21,9,ENE,76,75,Nublado,1016,3,22,nublado
8356,2598,False,7,BR,Brasil,GO,Paraúna,CO,False,-16.948,-50.449,False,True,cities,8356,Paraúna,09/09/2026,Quarta-feira,11:09:00,21,7,ESE,120,73,Nublado,1018,3,21,nublado
4276,5313,False,7,BR,Brasil,GO,Petrolina de Goiás,CO,False,-16.095,-49.338,False,False,cities,4276,Petrolina de Goiás,09/09/2026,Quarta-feira,10:24:00,20,7,ENE,76,65,Chuvoso,1018,5,19,chuvoso
3181,3325,False,7,BR,Brasil,GO,Piracanjuba,CO,False,-17.303,-49.017,False,True,cities,3181,Piracanjuba,09/09/2026,Quarta-feira,10:24:00,21,8,ENE,71,69,Nublado,1018,3,21,nublado
5664,1024,False,7,BR,Brasil,GO,Piranhas,CO,False,-16.427,-51.822,False,False,cities,5664,Piranhas,09/09/2026,Quarta-feira,11:09:00,22,8,ESE,109,80,Nublado,1017,3,24,nublado
5200,2151,False,7,BR,Brasil,GO,Pirenópolis,CO,False,-15.852,-48.959,False,False,cities,5200,Pirenópolis,09/09/2026,Quarta-feira,11:09:00,20,6,ENE,76,65,Chuvoso,1019,5,20,chuvoso
8359,4862,False,7,BR,Brasil,GO,Pires do Rio,CO,False,-17.3,-48.279,False,False,cities,8359,Pires do Rio,09/09/2026,Quarta-feira,10:24:00,20,6,E,80,65,Nublado,1019,3,20,nublado
5665,1025,False,7,BR,Brasil,GO,Planaltina,CO,False,-15.453,-47.614,False,True,cities,5665,Planaltina,09/09/2026,Quarta-feira,11:09:00,19,9,ENE,77,53,Nublado,1019,3,17,nublado
8360,2743,False,7,BR,Brasil,GO,Pontalina,CO,False,-17.525,-49.447,False,False,cities,8360,Pontalina,09/09/2026,Quarta-feira,10:24:00,21,9,ENE,71,74,Nublado,-,3,21,nublado
5396,2132,False,7,BR,Brasil,GO,Porangatu,CO,False,-13.441,-49.149,False,False,cities,5396,Porangatu,09/09/2026,Quarta-feira,10:24:00,24,12,E,96,70,Nublado,1016,3,24,nublado
3942,4863,False,7,BR,Brasil,GO,Porteirão,CO,False,-17.815,-50.164,False,False,cities,3942,Porteirão,09/09/2026,Quarta-feira,10:24:00,22,11,ENE,73,81,Nublado,1017,3,23,nublado
8362,2133,False,7,BR,Brasil,GO,Posse,CO,False,-14.093,-46.369,False,True,cities,8362,Posse,09/09/2026,Quarta-feira,10:24:00,22,8,E,84,54,Sol com algumas nuvens,1018,2,21,sol-com-algumas-nuvens
8363,5447,False,7,BR,Brasil,GO,Professor Jamil,CO,False,-17.249,-49.242,False,False,cities,8363,Professor Jamil,09/09/2026,Quarta-feira,10:24:00,21,8,ENE,71,73,Nublado,1018,3,21,nublado
6528,728,False,7,BR,Brasil,GO,Quirinópolis,CO,False,-18.448,-50.452,False,False,cities,6528,Quirinópolis,09/09/2026,Quarta-feira,10:24:00,21,11,ENE,75,77,Nublado,1017,3,21,nublado
4066,5023,False,7,BR,Brasil,GO,Rialma,CO,False,-15.315,-49.584,False,False,cities,4066,Rialma,09/09/2026,Quarta-feira,11:09:00,21,6,E,82,76,Nublado,1018,3,22,nublado
8364,5448,False,7,BR,Brasil,GO,Rianápolis,CO,False,-15.447,-49.51,False,False,cities,8364,Rianápolis,09/09/2026,Quarta-feira,10:24:00,21,6,E,80,73,Nublado,1018,3,22,nublado
3203,3396,False,7,BR,Brasil,GO,Rio Quente,CO,False,-17.774,-48.773,False,False,cities,3203,Rio Quente,09/09/2026,Quarta-feira,10:24:00,21,8,ENE,70,72,Nublado,1018,3,21,nublado
6863,90,False,7,BR,Brasil,GO,Rio Verde,CO,False,-17.798,-50.928,False,True,cities,6863,Rio Verde,09/09/2026,Quarta-feira,10:24:00,20,15,E,79,69,Nublado,1017,3,19,nublado
4498,5604,False,7,BR,Brasil,GO,Riverlândia,CO,False,-18.071,-50.504,False,False,cities,4498,Riverlândia,09/09/2026,Quarta-feira,11:09:00,21,13,ENE,74,74,Nublado,1017,3,20,nublado
4067,5024,False,7,BR,Brasil,GO,Rubiataba,CO,False,-15.164,-49.803,False,False,cities,4067,Rubiataba,09/09/2026,Quarta-feira,10:24:00,20,8,E,90,77,Nublado,1018,3,21,nublado
3986,4914,False,7,BR,Brasil,GO,Sanclerlândia,CO,False,-16.198,-50.314,False,False,cities,3986,Sanclerlândia,09/09/2026,Quarta-feira,10:24:00,21,8,E,81,74,Nublado,1017,3,22,nublado
5369,2035,False,7,BR,Brasil,GO,Santa Bárbara de Goiás,CO,False,-16.574,-49.694,False,False,cities,5369,Santa Bárbara de Goiás,09/09/2026,Quarta-feira,11:09:00,21,7,ENE,75,74,Chuvoso,1018,5,22,chuvoso
8365,5449,False,7,BR,Brasil,GO,Santa Cruz de Goiás,CO,False,-17.316,-48.482,False,False,cities,8365,Santa Cruz de Goiás,09/09/2026,Quarta-feira,10:24:00,20,6,ENE,70,62,Nublado,1019,3,19,nublado
4318,5360,False,7,BR,Brasil,GO,Santa Fé de Goiás,CO,False,-15.769,-51.106,False,False,cities,4318,Santa Fé de Goiás,09/09/2026,Quarta-feira,10:24:00,23,8,E,90,83,Nublado,1016,3,24,nublado
8366,1541,False,7,BR,Brasil,GO,Santa Helena de Goiás,CO,False,-17.814,-50.597,False,True,cities,8366,Santa Helena de Goiás,09/09/2026,Quarta-feira,10:24:00,22,14,ENE,75,77,Nublado,1017,3,21,nublado
8367,5450,False,7,BR,Brasil,GO,Santa Isabel,CO,False,-15.298,-49.427,False,False,cities,8367,Santa Isabel,09/09/2026,Quarta-feira,11:09:00,21,6,E,81,74,Nublado,1018,3,21,nublado
4123,5119,False,7,BR,Brasil,GO,Santa Rita do Araguaia,CO,False,-17.33,-53.2,False,False,cities,4123,Santa Rita do Araguaia,09/09/2026,Quarta-feira,11:09:00,20,11,ENE,65,69,Nublado,1016,3,20,nublado
6239,6837,False,7,BR,Brasil,GO,Santa Rita do Novo Destino,CO,False,-15.135,-49.1202,False,False,cities,6239,Santa Rita do Novo Destino,09/09/2026,Quarta-feira,10:24:00,20,8,E,81,67,Nublado,1018,3,20,nublado
8368,5451,False,7,BR,Brasil,GO,Santa Rosa de Goiás,CO,False,-16.085,-49.494,False,False,cities,8368,Santa Rosa de Goiás,09/09/2026,Quarta-feira,11:09:00,20,7,ENE,76,66,Chuvoso,1018,5,20,chuvoso
8369,5452,False,7,BR,Brasil,GO,Santa Tereza de Goiás,CO,False,-13.714,-49.015,False,False,cities,8369,Santa Tereza de Goiás,09/09/2026,Quarta-feira,11:09:00,24,12,E,90,68,Nublado,1016,3,25,nublado
4499,5605,False,7,BR,Brasil,GO,Santa Terezinha de Goiás,CO,False,-14.438,-49.706,False,False,cities,4499,Santa Terezinha de Goiás,09/09/2026,Quarta-feira,10:24:00,24,10,E,90,75,Nublado,1016,3,25,nublado
8370,2745,False,7,BR,Brasil,GO,Santo Antônio da Barra,CO,False,-17.561,-50.634,False,False,cities,8370,Santo Antônio da Barra,09/09/2026,Quarta-feira,11:09:00,21,11,ENE,76,78,Nublado,1017,3,21,nublado
3987,4915,False,7,BR,Brasil,GO,Santo Antônio de Goiás,CO,False,-16.484,-49.311,False,False,cities,3987,Santo Antônio de Goiás,09/09/2026,Quarta-feira,10:24:00,20,7,ENE,74,67,Chuvoso,1018,5,20,chuvoso
4124,5120,False,7,BR,Brasil,GO,Santo Antônio do Descoberto,CO,False,-15.94,-48.255,False,False,cities,4124,Santo Antônio do Descoberto,09/09/2026,Quarta-feira,10:24:00,21,6,ENE,74,58,Nublado,1019,3,20,nublado
8378,5453,False,7,BR,Brasil,GO,Senador Canedo,CO,False,-16.708,-49.093,False,False,cities,8378,Senador Canedo,09/09/2026,Quarta-feira,10:24:00,21,7,ENE,72,67,Nublado,1018,3,21,nublado
8379,2746,False,7,BR,Brasil,GO,Serranópolis,CO,False,-18.306,-51.962,False,True,cities,8379,Serranópolis,09/09/2026,Quarta-feira,10:24:00,19,8,ESE,103,70,Nublado,1016,3,19,nublado
5666,1027,False,7,BR,Brasil,GO,Silvânia,CO,False,-16.659,-48.608,False,True,cities,5666,Silvânia,09/09/2026,Quarta-feira,10:24:00,19,7,ENE,72,63,Nublado,1019,3,18,nublado
8380,5454,False,7,BR,Brasil,GO,Simolândia,CO,False,-14.474,-46.483,False,False,cities,8380,Simolândia,09/09/2026,Quarta-feira,10:24:00,23,12,E,83,57,Sol com muitas nuvens,1019,2r,22,sol-com-muitas-nuvens
4125,5121,False,7,BR,Brasil,GO,São Domingos,CO,False,-13.398,-46.318,False,False,cities,4125,São Domingos,09/09/2026,Quarta-feira,10:24:00,22,9,E,84,53,Sol,1018,1,21,sol
8371,4947,False,7,BR,Brasil,GO,São Francisco de Goiás,CO,False,-15.931,-49.261,False,False,cities,8371,São Francisco de Goiás,09/09/2026,Quarta-feira,10:24:00,21,6,ENE,77,69,Nublado,1018,3,21,nublado
8372,4864,False,7,BR,Brasil,GO,São Gabriel de Goiás,CO,False,-15.232,-47.574,False,False,cities,8372,São Gabriel de Goiás,09/09/2026,Quarta-feira,11:09:00,18,9,ENE,79,48,Nublado,1019,3,16,nublado
8373,2747,False,7,BR,Brasil,GO,São João d'Aliança,CO,False,-14.706,-47.525,False,True,cities,8373,São João d'Aliança,09/09/2026,Quarta-feira,11:09:00,19,13,E,81,48,Sol com muitas nuvens,1019,2r,17,sol-com-muitas-nuvens
8374,5455,False,7,BR,Brasil,GO,São João da Paraúna,CO,False,-16.815,-50.41,False,False,cities,8374,São João da Paraúna,09/09/2026,Quarta-feira,10:24:00,20,6,ENE,77,70,Nublado,1018,3,20,nublado
8375,5456,False,7,BR,Brasil,GO,São Luiz do Norte,CO,False,-14.862,-49.329,False,False,cities,8375,São Luiz do Norte,09/09/2026,Quarta-feira,10:24:00,22,6,E,84,73,Nublado,1017,3,23,nublado
5294,1600,False,7,BR,Brasil,GO,São Luís de Montes Belos,CO,False,-16.525,-50.372,False,False,cities,5294,São Luís de Montes Belos,09/09/2026,Quarta-feira,11:09:00,21,5,E,79,73,Nublado,1017,3,22,nublado
4126,5122,False,7,BR,Brasil,GO,São Miguel do Araguaia,CO,False,-13.275,-50.163,False,False,cities,4126,São Miguel do Araguaia,09/09/2026,Quarta-feira,11:09:00,23,11,ESE,109,83,Nublado,1016,3,25,nublado
7367,2734,False,7,BR,Brasil,GO,São Miguel do Passa Quatro,CO,False,-17.0582,-48.6619,False,False,cities,7367,São Miguel do Passa Quatro,09/09/2026,Quarta-feira,11:09:00,20,7,ENE,71,62,Nublado,1019,3,19,nublado
8376,5457,False,7,BR,Brasil,GO,São Patrício,CO,False,-15.35,-49.818,False,False,cities,8376,São Patrício,09/09/2026,Quarta-feira,11:09:00,21,8,E,84,78,Nublado,1018,3,21,nublado
8377,3336,False,7,BR,Brasil,GO,São Simão,CO,False,-18.991,-50.544,False,False,cities,8377,São Simão,09/09/2026,Quarta-feira,10:24:00,22,8,ENE,75,76,Nublado,1016,3,23,nublado
4104,5091,False,7,BR,Brasil,GO,Sítio d'Abadia,CO,False,-14.805,-46.253,False,True,cities,4104,Sítio d'Abadia,09/09/2026,Quarta-feira,11:09:00,21,13,E,83,57,Nublado,1020,3,19,nublado
8381,4865,False,7,BR,Brasil,GO,Taquaral de Goiás,CO,False,-16.054,-49.606,False,False,cities,8381,Taquaral de Goiás,09/09/2026,Quarta-feira,10:24:00,20,7,ENE,78,67,Nublado,1018,3,20,nublado
8382,5458,False,7,BR,Brasil,GO,Teresina de Goiás,CO,False,-13.776,-47.265,False,False,cities,8382,Teresina de Goiás,09/09/2026,Quarta-feira,10:24:00,21,10,E,86,51,Sol,1018,1,20,sol
8383,5459,False,7,BR,Brasil,GO,Terezópolis de Goiás,CO,False,-16.395,-49.08,False,False,cities,8383,Terezópolis de Goiás,09/09/2026,Quarta-feira,11:09:00,19,7,ENE,74,64,Chuvoso,1019,5,19,chuvoso
5667,1029,False,7,BR,Brasil,GO,Trindade,CO,False,-16.649,-49.489,False,False,cities,5667,Trindade,09/09/2026,Quarta-feira,10:24:00,20,7,ENE,74,67,Chuvoso,1018,5,20,chuvoso
8384,5460,False,7,BR,Brasil,GO,Trombas,CO,False,-13.509,-48.74,False,False,cities,8384,Trombas,09/09/2026,Quarta-feira,10:24:00,24,10,E,90,57,Nublado,1016,3,24,nublado
3252,3519,False,7,BR,Brasil,GO,Três Ranchos,CO,False,-18.354,-47.782,False,False,cities,3252,Três Ranchos,09/09/2026,Quarta-feira,10:24:00,21,8,ENE,70,69,Nublado,1019,3,21,nublado
8385,2735,False,7,BR,Brasil,GO,Turvelândia,CO,False,-17.853,-50.302,False,False,cities,8385,Turvelândia,09/09/2026,Quarta-feira,11:09:00,22,12,ENE,74,80,Nublado,1017,3,22,nublado
4026,4981,False,7,BR,Brasil,GO,Turvânia,CO,False,-16.614,-50.134,False,False,cities,4026,Turvânia,09/09/2026,Quarta-feira,11:09:00,21,7,ENE,76,74,Nublado,1018,3,22,nublado
8386,5461,False,7,BR,Brasil,GO,Uirapuru,CO,False,-14.285,-49.922,False,False,cities,8386,Uirapuru,09/09/2026,Quarta-feira,10:24:00,23,9,E,90,79,Nublado,1016,3,24,nublado
8387,4866,False,7,BR,Brasil,GO,Uruana,CO,False,-15.498,-49.688,False,False,cities,8387,Uruana,09/09/2026,Quarta-feira,11:09:00,21,7,E,82,76,Nublado,1018,3,22,nublado
3167,3116,False,7,BR,Brasil,GO,Uruaçu,CO,False,-14.525,-49.141,False,False,cities,3167,Uruaçu,09/09/2026,Quarta-feira,10:24:00,23,11,E,90,71,Nublado,1017,3,23,nublado
8388,5462,False,7,BR,Brasil,GO,Urutaí,CO,False,-17.464,-48.202,False,False,cities,8388,Urutaí,09/09/2026,Quarta-feira,10:24:00,20,6,ENE,69,63,Nublado,1019,3,19,nublado
5344,2008,False,7,BR,Brasil,GO,Valparaíso de Goiás,CO,False,-16.066,-47.979,False,False,cities,5344,Valparaíso de Goiás,09/09/2026,Quarta-feira,10:24:00,20,7,ENE,73,58,Nublado,1019,3,19,nublado
8389,5463,False,7,BR,Brasil,GO,Varjão,CO,False,-17.045,-49.631,False,False,cities,8389,Varjão,09/09/2026,Quarta-feira,10:24:00,21,8,ENE,72,71,Chuvoso,1018,5,21,chuvoso
5668,1030,False,7,BR,Brasil,GO,Vianópolis,CO,False,-16.742,-48.516,False,False,cities,5668,Vianópolis,09/09/2026,Quarta-feira,10:24:00,19,7,ENE,72,64,Nublado,1019,3,18,nublado
8390,2748,False,7,BR,Brasil,GO,Vicentinópolis,CO,False,-17.735,-49.805,False,False,cities,8390,Vicentinópolis,09/09/2026,Quarta-feira,11:09:00,21,11,ENE,71,70,Nublado,1017,3,21,nublado
3255,3523,False,7,BR,Brasil,GO,Vila Boa,CO,False,-15.038,-47.059,False,False,cities,3255,Vila Boa,09/09/2026,Quarta-feira,10:24:00,23,5,E,80,59,Nublado,1018,3,24,nublado
8391,5464,False,7,BR,Brasil,GO,Vila Propício,CO,False,-15.457,-48.889,False,False,cities,8391,Vila Propício,09/09/2026,Quarta-feira,11:09:00,20,4,ENE,78,62,Chuvoso,1018,5,21,chuvoso
8289,2736,False,7,BR,Brasil,GO,Água Fria de Goiás,CO,False,-14.986,-47.784,False,True,cities,8289,Água Fria de Goiás,09/09/2026,Quarta-feira,11:09:00,20,12,E,80,50,Nublado,1019,3,17,nublado
8290,5465,False,7,BR,Brasil,GO,Água Limpa,CO,False,-18.074,-48.762,False,False,cities,8290,Água Limpa,09/09/2026,Quarta-feira,11:09:00,21,7,ENE,69,72,Nublado,1018,3,21,nublado
8291,4758,False,7,BR,Brasil,GO,Águas Lindas de Goiás,CO,False,-15.762,-48.282,False,False,cities,8291,Águas Lindas de Goiás,09/09/2026,Quarta-feira,10:24:00,20,6,ENE,76,55,Chuvoso,1018,5,19,chuvoso
6033,6580,False,7,BR,Brasil,MA,Afonso Cunha,NE,False,-4.133,-43.324,False,False,cities,6033,Afonso Cunha,09/09/2026,Quarta-feira,11:09:00,25,6,ENE,67,78,Sol,1015,1,28,sol
4524,5632,False,7,BR,Brasil,MA,Alcântara,NE,True,-2.409,-44.6,True,False,cities,4524,Alcântara,09/09/2026,Quarta-feira,11:09:00,27,17,ENE,73,81,Sol,1014,1,30,sol
